dg_id,dg_name_x,dg_state,SideEffect-ID,Freq-No,SideEffect,indication-ID,indication_name,Unique_Drugs_Count
DB00014,Goserelin,solid,C0018681,0.63,Headache,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018681,0.63,Headache,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018681,0.63,Headache,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018681,0.63,Headache,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018681,0.75,Headache,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018681,0.001,Headache,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018681,0.22,Headache,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018799,,Cardiac disorder,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018801,0.0,Cardiac failure,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018801,0.0191083,Cardiac failure,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018802,0.01,Cardiac failure congestive,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018802,0.05,Cardiac failure congestive,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018926,0.0,Haematemesis,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018926,0.0128205,Haematemesis,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018965,0.0128205,Haematuria,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018965,0.0191083,Haematuria,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0018965,0.12,Haematuria,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0019080,0.1,Haemorrhage,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0019080,0.1,Haemoglobin,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0019158,,Hepatitis,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0019348,0.00636943,Herpes simplex,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0019348,0.0128205,Herpes simplex,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0019360,,Herpes zoster,C3495917,Advanced breast cancer,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0002871,Anemia,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0006142,Malignant neoplasm of breast,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0006826,Malignant Neoplasms,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0014175,Endometriosis,2.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0025323,Menorrhagia,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0025874,Metrorrhagia,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0027627,Neoplasm Metastasis,2.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0030193,Pain,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0042133,Uterine Fibroids,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0153690,Bone cancer metastatic,1.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0178879,Urinary tract obstruction,3.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0376358,Malignant neoplasm of prostate,3.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C0600139,Prostate carcinoma,2.0
DB00014,Goserelin,solid,C0019572,0.15,Hirsutism,C3495917,Advanced breast cancer,1.0
